Stream>Views>Likes>Comments>Duration_ms
1143164505.0>274830901.0>2039258.0>44487.0>208400.0
1088388556.0>1224226060.0>5989128.0>153047.0>292880.0
1182379398.0>915158054.0>5643694.0>134549.0>255493.0
802076123.0>279117834.0>1348845.0>26645.0>210173.0
526521070.0>240908491.0>934797.0>19584.0>214667.0
296521772.0>252038354.0>1067479.0>29353.0>312293.0
269837425.0>852728.0>14044.0>1029.0>231933.0
292026041.0>172293392.0>642344.0>17673.0>317427.0
196347993.0>102527.0>1881.0>240.0>301227.0
144143014.0>18237531.0>119749.0>2251.0>261507.0
1001227038.0>638267058.0>3670416.0>131565.0>289133.0
162685755.0>144690551.0>1327396.0>57072.0>194438.0
752091441.0>888076529.0>4899065.0>180386.0>272533.0
331578264.0>292211575.0>1594576.0>70720.0>219427.0
453923193.0>662529115.0>5488829.0>222922.0>222523.0
492130246.0>755836314.0>4746197.0>133551.0>213067.0
27908495.0>2099141.0>61252.0>1238.0>158571.0
363930118.0>458724349.0>2094991.0>73011.0>284373.0
869795408.0>1021503328.0>6398855.0>130819.0>214855.0
18501860.0>43226385.0>242932.0>38381.0>236190.0
1302677366.0>1300732161.0>9523245.0>508425.0>294227.0
103974637.0>545655.0>7314.0>386.0>245507.0
826832314.0>905692299.0>6656468.0>259358.0>258400.0
526030670.0>84652754.0>672624.0>25952.0>257760.0
346137424.0>301845823.0>2269865.0>87490.0>220627.0
389644450.0>349102050.0>2254295.0>89160.0>365467.0
256361972.0>978680025.0>8312571.0>335112.0>284160.0
224254298.0>504057332.0>3085718.0>127080.0>239227.0
349629692.0>436325398.0>2515830.0>94765.0>298120.0
280500270.0>343328494.0>2121502.0>53821.0>246027.0
995490565.0>1518313784.0>6420621.0>166423.0>242733.0
34361626.0>10941241.0>216805.0>7540.0>225789.0
502735560.0>237232986.0>1026177.0>47667.0>202960.0
476783121.0>534286492.0>2554163.0>78435.0>247907.0
471672024.0>432775314.0>2187945.0>60960.0>215160.0
662431775.0>339837769.0>1819636.0>38357.0>269600.0
346097538.0>80575503.0>948515.0>24233.0>138573.0
2790105.0>3309247.0>146755.0>5707.0>237200.0
219363750.0>168736063.0>611231.0>20095.0>208493.0
170002964.0>149977268.0>938718.0>31361.0>230733.0
908006704.0>719661717.0>5550929.0>205147.0>250760.0
1457351902.0>1590485349.0>11469490.0>341006.0>290320.0
1232567233.0>777507160.0>6489755.0>169037.0>284200.0
466021760.0>139257221.0>950561.0>35404.0>350320.0
1548871694.0>1931315.0>18992.0>291.0>297787.0
799979337.0>623027280.0>5152714.0>199113.0>404107.0
1115478746.0>2539156924.0>12696568.0>599124.0>263373.0
1072650382.0>547039623.0>9287567.0>398333.0>210800.0
357737050.0>454015875.0>2471743.0>99418.0>339547.0
789922926.0>1727241246.0>11425215.0>872181.0>248133.0
1143833476.0>128396799.0>718507.0>14157.0>232720.0
42006396.0>3658044.0>88925.0>2271.0>164041.0
981287133.0>673495248.0>4097957.0>105475.0>223413.0
104603335.0>20392451.0>560857.0>16545.0>216136.0
99934776.0>26641550.0>315368.0>9132.0>229283.0
198332490.0>121559320.0>1081676.0>36266.0>202008.0
219355874.0>35793144.0>431472.0>11252.0>258789.0
99577335.0>11408003.0>477302.0>12628.0>146419.0
105629259.0>2672481.0>63065.0>75.0>176078.0
114177468.0>59095041.0>433116.0>13530.0>236507.0
2110573779.0>1721382178.0>24425840.0>561909.0>200186.0
203066841.0>25212794.0>418647.0>7041.0>155589.0
1322057199.0>129183587.0>1480652.0>37678.0>180823.0
1290687019.0>886349984.0>5968729.0>147072.0>202547.0
1424962511.0>632400004.0>2781127.0>34795.0>170770.0
1143264716.0>860718114.0>4030063.0>68320.0>229320.0
1221083395.0>544666810.0>3251468.0>61104.0>219080.0
586480399.0>1381628.0>12115.0>158.0>228600.0
1241240312.0>353454004.0>2754251.0>54867.0>197867.0
843423744.0>243497172.0>1758555.0>28321.0>201707.0
196761853.0>252068988.0>9415668.0>525670.0>218289.0
220692224.0>189132077.0>3670104.0>161071.0>158805.0
473003231.0>460717876.0>3361051.0>155635.0>172235.0
1164605089.0>1214508056.0>6540184.0>223326.0>218093.0
629918488.0>3463816330.0>20327883.0>1283529.0>202627.0
162685755.0>144690551.0>1327396.0>57072.0>194438.0
138360843.0>151765834.0>507258.0>20625.0>173133.0
859799057.0>2805793003.0>10370533.0>404270.0>195840.0
220084336.0>135287306.0>437988.0>25673.0>192867.0
229134152.0>359765.0>4970.0>245.0>254240.0
574531280.0>102439463.0>1072165.0>33820.0>139461.0
426759364.0>111974897.0>1198821.0>47830.0>169397.0
90825980.0>20170299.0>294321.0>10253.0>170134.0
382579404.0>206242355.0>1923118.0>31427.0>202805.0
254290993.0>68116200.0>854345.0>30673.0>171621.0
280845476.0>117833946.0>1278216.0>71379.0>205159.0
615784555.0>449712619.0>3621125.0>110107.0>239293.0
67878913.0>15391210.0>182210.0>7137.0>122570.0
212221697.0>35856519.0>335937.0>3392.0>144860.0
62736773.0>19671018.0>273280.0>13598.0>124188.0
865695837.0>2133459242.0>9883068.0>262847.0>172854.0
765561212.0>1381668642.0>4089045.0>96876.0>205907.0
418186764.0>736730327.0>2634233.0>56053.0>204701.0
185931694.0>592005.0>6740.0>96.0>158087.0
350576786.0>321420163.0>1811446.0>31069.0>286507.0
136025763.0>115543124.0>748538.0>14194.0>157023.0
37382738.0>61711565.0>435031.0>5375.0>223074.0
479847676.0>1546036758.0>4733493.0>168819.0>198707.0
89466323.0>24706293.0>557112.0>17598.0>217547.0
126333112.0>162725.0>2340.0>62.0>170005.0
942898131.0>114971785.0>1126554.0>32910.0>185733.0
526788025.0>131925109.0>1075941.0>15452.0>243027.0
574936342.0>31607772.0>383619.0>3211.0>259947.0
475131674.0>42856675.0>475089.0>5938.0>125667.0
341963190.0>53228361.0>490790.0>4309.0>155227.0
326733164.0>33852949.0>365297.0>4522.0>138387.0
266426563.0>63223118.0>463315.0>8607.0>146333.0
486111943.0>56888766.0>460662.0>6569.0>425653.0
334903879.0>28799448.0>275921.0>4031.0>145747.0
233382117.0>96849734.0>675186.0>26651.0>182293.0
777641580.0>1007596168.0>4265538.0>162078.0>252307.0
1120973873.0>1405539965.0>5671596.0>158456.0>204160.0
981156901.0>253293371.0>1423079.0>25528.0>229360.0
481224452.0>704875181.0>2999847.0>113202.0>229507.0
347393726.0>866480662.0>2961540.0>153962.0>227280.0
424022714.0>307624507.0>1576522.0>30102.0>236200.0
222056078.0>894756316.0>4925915.0>267026.0>222520.0
374912951.0>313590021.0>1533812.0>45324.0>237600.0
193172998.0>300032949.0>1078390.0>36962.0>234453.0
52166142.0>52214351.0>688783.0>16459.0>154493.0
851711837.0>1120854023.0>7147862.0>108564.0>221176.0
590578908.0>361314925.0>2124819.0>38673.0>218573.0
122450231.0>165860569.0>2514731.0>32073.0>154151.0
381155556.0>208573237.0>1324227.0>20700.0>211666.0
266413452.0>505918510.0>2235710.0>59894.0>227787.0
49412471.0>306887054.0>1317175.0>17399.0>242253.0
51339097.0>306887054.0>1317175.0>17399.0>243880.0
176824685.0>314611933.0>2018040.0>29163.0>273360.0
47517159.0>81787112.0>668740.0>12932.0>148944.0
336056798.0>256405663.0>1928933.0>20224.0>224681.0
642724292.0>363854960.0>3486602.0>125337.0>182360.0
293604060.0>46348788.0>209579.0>7591.0>129173.0
115786722.0>282465.0>4533.0>155.0>115827.0
355940570.0>7484414.0>84407.0>1872.0>261280.0
217996516.0>3649438.0>17369.0>811.0>170293.0
126445901.0>12982178.0>152547.0>3757.0>218440.0
19601041.0>43935538.0>374007.0>22080.0>191840.0
362889100.0>242588704.0>1868278.0>53891.0>146933.0
107417556.0>14332854.0>370274.0>4350.0>140427.0
375955728.0>585712131.0>4363164.0>208460.0>312627.0
578493150.0>89682.0>1301.0>41.0>278387.0
497213287.0>84654029.0>484619.0>12875.0>284907.0
428728611.0>14035099.0>64269.0>1918.0>307773.0
213745248.0>1276815.0>24831.0>820.0>281600.0
411056377.0>306542.0>4350.0>305.0>268827.0
243928109.0>381061439.0>3225481.0>134343.0>280000.0
211103197.0>5434057.0>58781.0>2136.0>262507.0
178709066.0>18949722.0>251281.0>6109.0>246533.0
117899041.0>1002891.0>13416.0>814.0>330760.0
172373567.0>48725891.0>2843117.0>200546.0>172714.0
1138123751.0>726601997.0>5635352.0>149004.0>207347.0
466458137.0>242845147.0>1854617.0>50520.0>266067.0
248359900.0>14272788.0>175218.0>3211.0>199747.0
46192225.0>70515275.0>2308329.0>97470.0>213745.0
222949118.0>237582702.0>1010443.0>39623.0>195987.0
202521145.0>202432469.0>1231331.0>27893.0>298307.0
82111629.0>31364.0>373.0>6.0>178840.0
124225906.0>84170696.0>1245805.0>51496.0>203360.0
433564491.0>475532733.0>2941752.0>113424.0>255053.0
1004661276.0>788318126.0>6142541.0>142101.0>243491.0
417139141.0>764982505.0>4833883.0>288946.0>228093.0
461843097.0>351589402.0>2019702.0>183018.0>357707.0
404959319.0>180051134.0>1119672.0>88673.0>248587.0
387665450.0>524707468.0>2641825.0>97534.0>299333.0
432215037.0>11856519.0>192622.0>4934.0>221813.0
205327632.0>7163.0>256.0>8.0>233000.0
62736773.0>19671055.0>273280.0>13598.0>124188.0
238468772.0>46104250.0>370102.0>1649.0>271947.0
644668215.0>215540369.0>4266217.0>67110.0>165907.0
731776557.0>151276432.0>1964768.0>31983.0>217747.0
1404231856.0>2581536372.0>12476394.0>577131.0>216120.0
1378235205.0>1953769806.0>14149628.0>396631.0>239000.0
1538447140.0>1788225602.0>8821956.0>193866.0>211667.0
411692294.0>331492365.0>3990442.0>81179.0>213707.0
733035056.0>1261263786.0>5191365.0>295936.0>257200.0
34819346.0>1298279.0>32710.0>1226.0>162353.0
300286185.0>106746356.0>988318.0>29233.0>214507.0
191151662.0>50685969.0>494298.0>22853.0>205267.0
1145814659.0>41698012.0>476988.0>18380.0>257800.0
800258505.0>63168341.0>618971.0>1942.0>270213.0
615384523.0>53248522.0>342799.0>12135.0>226653.0
732367244.0>5109177.0>44832.0>2039.0>223613.0
512338633.0>76081765.0>451100.0>24275.0>199493.0
252302426.0>5410145.0>42737.0>1411.0>193347.0
298619427.0>49292398.0>385402.0>15325.0>221053.0
302893047.0>8490005.0>61004.0>3698.0>252773.0
213673856.0>81512369.0>436530.0>17764.0>264907.0
189357854.0>2246595.0>23628.0>43.0>134400.0
877774503.0>679721429.0>3253260.0>125468.0>230400.0
519184335.0>361288115.0>3156029.0>67741.0>292613.0
375576936.0>272724820.0>1324658.0>38708.0>213267.0
135342126.0>7540645.0>51162.0>2172.0>260893.0
295039369.0>115380254.0>512491.0>22130.0>294720.0
250065301.0>142034489.0>512716.0>25315.0>243933.0
252601051.0>2968673.0>39389.0>798.0>274467.0
222521002.0>77339439.0>368779.0>14431.0>168960.0
210743145.0>219881780.0>1203620.0>48127.0>326320.0
208513838.0>90572907.0>375323.0>15600.0>252853.0
471405587.0>13683856.0>144902.0>2105.0>155453.0
126469786.0>6422826.0>94812.0>3321.0>206600.0
177473609.0>15255986.0>286935.0>4977.0>120693.0
329370178.0>40356494.0>323576.0>12901.0>276800.0
182673374.0>420791.0>5476.0>190.0>162493.0
88041370.0>1679701.0>23726.0>533.0>154640.0
506872698.0>135669950.0>1746670.0>20771.0>147000.0
143712745.0>14266051.0>131664.0>3857.0>157867.0
212972149.0>45558716.0>271523.0>15163.0>187040.0
42053170.0>43026.0>932.0>27.0>146293.0
107996524.0>12850997.0>137385.0>2405.0>172253.0
547871739.0>124255684.0>980422.0>16264.0>164819.0
481307838.0>329901294.0>2401650.0>39197.0>140500.0
18374300.0>2192535.0>28849.0>602.0>153443.0
980693352.0>236818708.0>1836947.0>26791.0>164000.0
117679131.0>5891427.0>96134.0>2236.0>129817.0
27908495.0>2099152.0>61252.0>1238.0>158571.0
38610617.0>2182357.0>31412.0>416.0>185366.0
32419330.0>2087256.0>32315.0>693.0>146250.0
782756255.0>52275235.0>520812.0>11774.0>215760.0
1357658479.0>396909270.0>2532714.0>46017.0>202735.0
649281620.0>170453554.0>1658219.0>37642.0>183440.0
190102352.0>15181510.0>165237.0>6585.0>202246.0
828968108.0>129299713.0>960562.0>25910.0>281613.0
654292280.0>1591571.0>22237.0>1137.0>241787.0
562468940.0>87086359.0>638960.0>15221.0>275440.0
606925181.0>155579484.0>650110.0>18268.0>377093.0
236457156.0>19096844.0>47486.0>2114.0>272394.0
242563343.0>17035966.0>209965.0>571.0>192827.0
133344222.0>57457813.0>809894.0>26363.0>208547.0
1054470731.0>374189685.0>2521768.0>103200.0>219333.0
678424384.0>95231588.0>833985.0>11631.0>276920.0
778880225.0>47752493.0>219401.0>4024.0>205733.0
296375103.0>17001975.0>138161.0>5585.0>267520.0
293182456.0>106953199.0>826069.0>53502.0>272507.0
73726722.0>25189646.0>272421.0>11734.0>284493.0
115228530.0>22824654.0>278099.0>5625.0>205560.0
170592836.0>224971063.0>1192658.0>94999.0>178213.0
128273029.0>681129.0>6477.0>291.0>140747.0
114490460.0>7101653.0>51843.0>1182.0>228461.0
279832635.0>17011354.0>325993.0>5530.0>221520.0
311694937.0>3926832.0>54749.0>2569.0>239360.0
413205085.0>12454143.0>461647.0>14487.0>218365.0
81603704.0>5384334.0>96598.0>1286.0>207307.0
119787835.0>24885008.0>487517.0>9641.0>242027.0
182739405.0>24885008.0>487517.0>9641.0>193591.0
100595022.0>213119.0>3427.0>120.0>261544.0
107919519.0>7706203.0>102385.0>2065.0>170502.0
87618118.0>1111996.0>8576.0>154.0>214589.0
501420741.0>74244853.0>796542.0>26241.0>242966.0
578115634.0>105206228.0>1105989.0>129255.0>229147.0
720756420.0>200458945.0>1310078.0>63150.0>211000.0
543286408.0>123256878.0>959510.0>35828.0>237507.0
1054470731.0>374189685.0>2521768.0>103200.0>219333.0
627167330.0>47207589.0>587832.0>6406.0>135920.0
1123296395.0>432609094.0>2878369.0>156021.0>311867.0
302891517.0>13652003.0>161439.0>692.0>243440.0
335460654.0>343239.0>10149.0>398.0>215320.0
379099876.0>101552405.0>540229.0>25030.0>203493.0
853381478.0>323806093.0>1797312.0>71502.0>207627.0
473691093.0>562212517.0>2366696.0>61907.0>191973.0
392257514.0>157325196.0>604843.0>20964.0>257027.0
303652374.0>1006758.0>13068.0>1056.0>281000.0
229810217.0>130543675.0>344687.0>11739.0>161040.0
268107480.0>375491.0>4708.0>234.0>237240.0
235730264.0>117161559.0>372824.0>11354.0>184080.0
189533009.0>47486131.0>183468.0>7981.0>272827.0
172275945.0>140665690.0>411448.0>15387.0>229853.0
106123325.0>207911622.0>556658.0>24537.0>179040.0
127896578.0>9656892.0>62146.0>758.0>185040.0
354986175.0>8893257.0>135456.0>2986.0>225389.0
836260550.0>669084413.0>3218858.0>66334.0>236133.0
116409094.0>15896207.0>226588.0>7996.0>215460.0
276384322.0>1230431.0>15962.0>860.0>278282.0
1257746758.0>1357273902.0>6931695.0>203892.0>261640.0
524847088.0>514532529.0>2260106.0>93092.0>267413.0
71933137.0>5840552.0>72908.0>3391.0>116727.0
739180747.0>231580933.0>1998224.0>70570.0>259550.0
520085958.0>687031207.0>2906283.0>129479.0>323480.0
480726300.0>554929045.0>2987341.0>238912.0>236093.0
42618413.0>9058435.0>227824.0>3837.0>188009.0
664205050.0>10845.0>118.0>1.0>206420.0
536817412.0>23852149.0>380311.0>7976.0>192600.0
295869713.0>87084154.0>884924.0>16214.0>192477.0
315104207.0>1559861.0>20775.0>238.0>210933.0
1506598267.0>8079646911.0>50788626.0>4252791.0>229360.0
1170562263.0>2626439287.0>13036596.0>384865.0>193227.0
203988701.0>39763039.0>135919.0>4338.0>205520.0
197998077.0>3647171.0>32718.0>1675.0>239920.0
201700378.0>864990.0>10360.0>193.0>209493.0
49105411.0>904204.0>11866.0>131.0>146947.0
682479132.0>284033349.0>3473758.0>55136.0>154424.0
560791223.0>78483083.0>1082398.0>22200.0>167916.0
1142825569.0>188678850.0>2671691.0>66140.0>195429.0
15859788.0>8818478.0>127447.0>24904.0>174474.0
171091255.0>24139842.0>343353.0>6184.0>158709.0
92010224.0>30608215.0>567407.0>30951.0>193322.0
141369736.0>31440593.0>542757.0>10632.0>228453.0
77395440.0>19221097.0>390046.0>7678.0>198058.0
50148408.0>712131.0>13233.0>505.0>152613.0
266678074.0>166098054.0>1014895.0>14047.0>177791.0
192312139.0>20886.0>365.0>9.0>176575.0
665804353.0>902197206.0>3044369.0>62305.0>204564.0
31400753.0>15736532.0>152209.0>3756.0>177627.0
205577936.0>171403894.0>3018400.0>80704.0>214507.0
290126900.0>129179970.0>897239.0>13226.0>211652.0
268237254.0>174663952.0>1630182.0>32142.0>188213.0
13702635.0>6825015.0>112136.0>1984.0>179067.0
89466323.0>24706293.0>557112.0>17598.0>217547.0
530878132.0>794818462.0>4767981.0>102284.0>222680.0
190102352.0>15181510.0>165238.0>6585.0>202246.0
893129259.0>593978662.0>3931975.0>155815.0>198800.0
424168867.0>294678986.0>1776186.0>72030.0>251240.0
588819207.0>790774922.0>4595411.0>175028.0>211067.0
581869840.0>398575571.0>2519778.0>100903.0>211160.0
260444233.0>1189091.0>7582.0>295.0>255400.0
423188557.0>355445991.0>1489871.0>69084.0>224400.0
262573012.0>215417979.0>1012974.0>46266.0>192360.0
187278764.0>200917975.0>2725163.0>122790.0>225080.0
145511234.0>127036180.0>802449.0>42897.0>216520.0
1174282383.0>518925108.0>4581525.0>91974.0>287120.0
628424773.0>986386304.0>3786939.0>81763.0>286041.0
396374422.0>1202913849.0>3283909.0>54002.0>332240.0
569523901.0>567182812.0>2193036.0>30404.0>199711.0
1048932845.0>2661002503.0>12824730.0>365438.0>237627.0
529555988.0>496745873.0>9294232.0>318569.0>193959.0
290126900.0>129179970.0>897239.0>13226.0>211652.0
195678858.0>528082104.0>1592808.0>25210.0>213312.0
89466323.0>24706293.0>557112.0>17598.0>217547.0
13182610.0>10487689.0>86026.0>1945.0>202098.0
528853212.0>20369344.0>462099.0>6079.0>177323.0
266083896.0>154690126.0>807784.0>0.0>201680.0
205824087.0>239113558.0>801663.0>0.0>195493.0
121359658.0>228093498.0>1681967.0>72180.0>229813.0
233844328.0>320120240.0>722050.0>0.0>195147.0
101142300.0>43190273.0>179776.0>0.0>140573.0
193227242.0>1548721.0>23313.0>0.0>140227.0
244111564.0>14170.0>141.0>0.0>160307.0
117809204.0>47339991.0>105691.0>0.0>224920.0
147021007.0>31222205.0>322458.0>11634.0>222360.0
646937556.0>83793080.0>1357047.0>42849.0>184613.0
139674263.0>2242438.0>55241.0>1505.0>182667.0
866702211.0>445294846.0>3501617.0>121415.0>260640.0
381634599.0>89848525.0>873194.0>15899.0>209884.0
581510489.0>161055631.0>1813108.0>56309.0>176960.0
349456576.0>310110524.0>1069833.0>54530.0>278573.0
92083585.0>62379960.0>432601.0>10064.0>266307.0
36852704.0>83793080.0>1357047.0>42849.0>148751.0
44683570.0>7338751.0>63534.0>1202.0>212976.0
327435679.0>595358298.0>2639677.0>96771.0>252120.0
208337920.0>192177.0>2672.0>38.0>226467.0
44638153.0>13642.0>278.0>5.0>151967.0
379059402.0>294691541.0>2004619.0>51673.0>237787.0
273237961.0>30154731.0>518074.0>17267.0>132024.0
638746688.0>256025742.0>2437220.0>70659.0>227478.0
53989958.0>17773546.0>170898.0>9500.0>193994.0
76686049.0>1516174.0>29277.0>1631.0>293307.0
256262137.0>58687130.0>705272.0>7076.0>221492.0
17960938.0>1985424.0>53729.0>2503.0>133521.0
48972127.0>9379911.0>92424.0>2748.0>326813.0
1437977604.0>753218999.0>3874002.0>249083.0>241107.0
226569574.0>17209207.0>57286.0>1925.0>153240.0
257187137.0>104948400.0>697101.0>27832.0>243493.0
301955185.0>306941658.0>1298739.0>43433.0>258133.0
431793600.0>557340303.0>2207817.0>78714.0>201400.0
227592322.0>295026099.0>2212835.0>32922.0>324307.0
194107435.0>379787199.0>1814454.0>64494.0>213667.0
231493779.0>204281507.0>1613939.0>116298.0>242200.0
218020440.0>339244228.0>1304247.0>43998.0>257733.0
102088157.0>106246436.0>578830.0>34527.0>266933.0
41725242.0>86199720.0>851792.0>11886.0>245366.0
91092219.0>77095861.0>622085.0>12320.0>213632.0
78684300.0>435786754.0>4077182.0>159031.0>200219.0
85746449.0>82721044.0>794372.0>11692.0>291462.0
52826792.0>26504186.0>311358.0>3457.0>254653.0
64456952.0>17107007.0>322723.0>3748.0>315173.0
33410129.0>16992074.0>127548.0>2513.0>290526.0
37409758.0>65094477.0>417473.0>11032.0>352711.0
73834235.0>333829289.0>2718990.0>94883.0>470500.0
47727856.0>94808515.0>735586.0>13863.0>309640.0
237685270.0>404999375.0>5394887.0>156860.0>268165.0
196665486.0>9928703.0>282832.0>12531.0>247941.0
106694938.0>368043095.0>2156715.0>38383.0>223460.0
105143682.0>65425800.0>605862.0>12977.0>321225.0
141640304.0>878651534.0>6735409.0>247220.0>280282.0
79477830.0>349523411.0>2224745.0>56143.0>299827.0
60032339.0>84218237.0>923122.0>54428.0>279107.0
74341580.0>13619357.0>100178.0>2351.0>243578.0
114548526.0>73814491.0>722644.0>15817.0>311186.0
75285958.0>240651292.0>2291965.0>83981.0>211667.0
91740940.0>66364441.0>632208.0>8408.0>195253.0
100903028.0>79273746.0>671799.0>17862.0>247286.0
28781713.0>33160840.0>481325.0>50693.0>265063.0
78684300.0>435786754.0>4077182.0>159031.0>200219.0
42953279.0>12680162.0>126015.0>1582.0>192187.0
46214786.0>808247.0>16354.0>596.0>356942.0
25942155.0>4548435.0>96196.0>1724.0>101799.0
49993575.0>131716526.0>1124402.0>20864.0>308158.0
32957897.0>7876.0>259.0>14.0>292747.0
84959335.0>502800.0>15379.0>436.0>269185.0
557368632.0>328482.0>5849.0>230.0>334744.0
949503301.0>1232003777.0>7083485.0>329548.0>210240.0
628447295.0>736827328.0>3961603.0>93489.0>218933.0
347276552.0>320886690.0>1974713.0>55529.0>167907.0
340999078.0>391073429.0>2007787.0>59023.0>235053.0
441264205.0>418146594.0>2399598.0>92234.0>255467.0
181343293.0>128056329.0>757083.0>31832.0>153800.0
146971757.0>572234.0>3690.0>246.0>211333.0
184400222.0>186246163.0>802891.0>29715.0>189440.0
90938235.0>116004946.0>554702.0>18696.0>215440.0
101333051.0>89046.0>1581.0>63.0>201160.0
778937392.0>306195825.0>1783994.0>62926.0>181533.0
706697133.0>223477721.0>1599727.0>65058.0>176346.0
493904399.0>86982693.0>569250.0>30161.0>153467.0
572329705.0>204329776.0>1636380.0>108818.0>285653.0
551065028.0>694614010.0>5750425.0>166526.0>262333.0
373991248.0>110891049.0>588715.0>22284.0>178000.0
470768474.0>470464081.0>2920109.0>124685.0>321093.0
215950182.0>118437958.0>851013.0>22129.0>232680.0
352299012.0>168152.0>3045.0>182.0>493400.0
137134525.0>29134130.0>300946.0>15066.0>193000.0
304049897.0>55189657.0>1276626.0>32926.0>315427.0
312614767.0>12422512.0>114821.0>4830.0>357707.0
177586576.0>18827869.0>185950.0>3358.0>203800.0
3368451.0>241537.0>5145.0>235.0>199167.0
16169290.0>703698.0>18068.0>389.0>198650.0
30419886.0>602647.0>14581.0>417.0>283280.0
12822980.0>768901.0>13389.0>445.0>264845.0
31987794.0>653911.0>12247.0>409.0>335542.0
85582447.0>4092349.0>60810.0>1654.0>442400.0
13213932.0>473964.0>10849.0>425.0>257217.0
407737878.0>65115769.0>368298.0>26853.0>212440.0
496116359.0>249689138.0>1391854.0>65543.0>304840.0
316493449.0>172296428.0>814237.0>29034.0>240213.0
201041577.0>101176337.0>488937.0>15957.0>227440.0
188191094.0>45980398.0>254648.0>16380.0>366213.0
173292941.0>77040741.0>415034.0>8809.0>237040.0
264508776.0>162282411.0>833060.0>38802.0>281040.0
